param,value,seed,utility,cost,budget,deadline,n_calls,budget_violated,deadline_violated
beta,0.5,33,0.9999849624906919,36.85100085917358,150.07648159038362,19.975487403861255,21,0,0
beta,0.5,34,0.9990095642981419,36.45644844319764,116.23077346041049,19.385419028954086,23,0,0
beta,0.5,35,0.14039879051103055,5.906678353007954,148.14324584908422,19.827372595223768,6,0,0
beta,0.5,36,0.2408607005187754,11.570642555666204,133.09270369242577,19.792974780860572,6,0,0
beta,0.5,37,0.28207760055773035,8.850637273247749,136.30651174256369,19.902921199421286,6,0,0
beta,0.5,38,0.19403824956621463,8.00700617681846,136.36069098549444,19.559475422046223,6,0,0
beta,0.5,39,0.9999811616509329,19.272962559411585,150.82634391705332,19.857118812747366,18,0,0
beta,1.0,0,0.9970587626523594,42.710204955677554,148.24292717478056,19.576065570615256,22,0,0
beta,1.0,1,0.9995827385128961,53.60054673130384,125.49653136145523,19.783127399432786,18,0,0
beta,1.0,2,0.23467484062649624,10.111858108485258,153.4720900030451,19.67153511791723,6,0,0
beta,1.0,3,0.82473518836398,35.70405796504289,133.82388545389543,19.861753262061157,22,0,0
beta,1.0,4,0.9430190484073744,22.59741562711634,140.35211044275974,19.330073740836312,12,0,0
beta,1.0,5,0.06941384844005727,6.266937882208357,148.2481156965727,19.49476119667759,6,0,0
beta,1.0,6,0.09740171984201607,9.72023617242189,137.45119111551722,19.449639211014897,6,0,0
beta,1.0,7,0.9999999999496522,65.18870204170805,147.94970858209618,19.69380138511874,37,0,0
beta,1.0,8,0.5882269104822163,17.904322341568157,147.45675911928697,19.9164523283813,14,0,0
beta,1.0,9,0.9988583996111083,41.68677517889823,141.70585458418236,19.982360909075847,22,0,0
beta,1.0,10,0.10832368103315304,7.281562244065736,146.7814079943039,19.68362993964075,6,0,0
beta,1.0,11,0.23310401971998618,10.671582912880794,145.45485089946283,19.670787730142912,6,0,0
beta,1.0,12,0.750435782593493,47.0687346891796,132.63703359870777,19.734651915672874,18,0,0
beta,1.0,13,0.9914970808487794,32.381138426273,125.06550850822074,19.722478116075262,22,0,0
beta,1.0,14,0.08937834638358233,6.8636946701035555,139.93327616078253,19.612880686262372,6,0,0
beta,1.0,15,0.9999317937099522,12.863070828949404,134.77173752868742,19.992230128868357,11,0,0
beta,1.0,16,0.08246027256738853,11.215118612007197,146.4384805505877,19.785383577853487,6,0,0
beta,1.0,17,0.7359997303837653,28.679699049659373,130.70259580478094,19.755847143817476,16,0,0
beta,1.0,18,0.9990882825433305,24.893563859662425,130.48044762081867,19.989418369578814,17,0,0
beta,1.0,19,0.9542779902095957,30.659708431949426,133.1588609287995,19.766111170894185,16,0,0
beta,1.0,20,0.11170091025265161,9.053427131779559,137.32829862810368,19.746258992156772,6,0,0
beta,1.0,21,0.9999997574255779,54.97762490365225,134.27541552264785,19.3218487648654,39,0,0
beta,1.0,22,0.9986017591695835,19.261080954547648,124.87425303423768,19.321686074286575,15,0,0
beta,1.0,23,0.28301321215983033,9.308736107304002,146.7777706158437,19.859927381649165,6,0,0
beta,1.0,24,0.019664391953368887,8.119981215192862,144.34354611525183,19.96442751806501,6,0,0
beta,1.0,25,0.1732515495937772,13.758847136157481,138.63252093228246,19.992669778302133,6,0,0
beta,1.0,26,0.2520808365189079,13.057235082385855,142.40618504055823,19.64208223454849,6,0,0
beta,1.0,27,0.29439186397864614,8.37502067006411,145.1028025443176,19.470663193580307,6,0,0
beta,1.0,28,0.9999768808354925,24.6545526407403,126.70573656366793,19.859701771359205,19,0,0
beta,1.0,29,0.9610090196886549,43.29681497037008,134.52838748576906,19.919366900096787,18,0,0
beta,1.0,30,0.43212168911390114,6.412330139779382,124.69456671076568,19.617509170813253,6,0,0
beta,1.0,31,0.29775501173753616,8.849211760531105,140.2439859869105,19.92047803257964,6,0,0
beta,1.0,32,0.3586542320951921,9.746218986616197,143.77595982455253,19.973273495291537,9,0,0
beta,1.0,33,0.9999675252461783,55.29386356858402,133.40997729830278,19.44956027751973,28,0,0
beta,1.0,34,0.999829478673081,42.47123728817229,140.6255788735881,19.17177163940304,20,0,0
beta,1.0,35,0.12666336434662606,17.12557696000499,133.56888580180942,19.78399430829693,6,0,0
beta,1.0,36,0.8540905977555989,48.4644910034338,161.02229841492752,19.653804616368557,22,0,0
beta,1.0,37,0.37317035771024143,7.398263094256194,152.66439016639137,19.448676943944513,6,0,0
beta,1.0,38,0.9838538597787103,37.96362982482988,138.04622853105982,19.869552299661407,20,0,0
beta,1.0,39,0.9965825715292408,17.416252240803704,167.04980000787992,19.796682726761286,13,0,0
beta,1.5,0,0.7701513409185219,38.60623364568537,128.15317051861481,19.893501316918332,14,0,0
beta,1.5,1,0.24041528501812393,6.180408081020576,120.89802867557216,19.9664917404634,6,0,0
beta,1.5,2,0.9886861780889665,32.790806633230154,135.67262912331086,19.63760199943924,21,0,0
beta,1.5,3,0.8401647873472506,29.825185520699005,139.0248791767091,19.805788332162887,17,0,0
beta,1.5,4,0.9999953054655472,42.95347353516514,122.07113366507878,18.955514479682172,31,0,0
beta,1.5,5,0.2316665802133473,9.935809171779741,132.0010229238923,19.938605538149943,6,0,0
beta,1.5,6,0.17303737594707458,10.377633698213623,143.57251892112652,19.014164088906167,6,0,0
beta,1.5,7,0.9983990964630671,36.72863505101981,129.73319613476764,19.9241377801064,21,0,0
beta,1.5,8,0.8331439365167361,40.4983245466238,150.08892312810056,19.95221014117749,18,0,0
beta,1.5,9,0.029864022360385434,6.818378545538555,137.82083775634476,19.644394421752644,6,0,0
beta,1.5,10,0.9944101176470185,19.653128502790413,150.40587740514704,19.998700642408373,13,0,0
beta,1.5,11,0.9983637253899312,18.379744598445576,142.44162225368984,19.533973746050187,15,0,0
beta,1.5,12,0.934149732769104,19.98610935976159,127.3559472227438,19.87469464287852,14,0,0
beta,1.5,13,0.18712796418153765,8.759971642918481,150.96921137821508,19.895493574297028,6,0,0
beta,1.5,14,0.9998967637694088,26.528368562769227,138.67344211891955,19.857147992725235,17,0,0
beta,1.5,15,0.1044481095505071,16.186611148213032,149.3496403445598,19.31000466374551,6,0,0
beta,1.5,16,0.999999999840666,39.222066306925704,145.76092152178822,19.836471482461512,27,0,0
beta,1.5,17,0.4538031860190477,17.999511866882802,124.18860305571515,19.998838333264896,8,0,0
beta,1.5,18,0.4076507489653577,28.59751477563683,155.76747737757154,18.894107623649226,11,0,0
beta,1.5,19,0.9634551067344029,21.96412380279047,123.90205896540569,19.93027278000608,15,0,0
beta,1.5,20,0.997003257553298,47.024804868375604,125.12803196682634,19.91412845191593,25,0,0
beta,1.5,21,0.9514066148798132,34.54793899505679,139.95315852911406,19.935540889411662,19,0,0
beta,1.5,22,0.9973173347199029,30.909281134250314,153.71638980375317,19.893834175726138,20,0,0
beta,1.5,23,0.6655647310253741,109.30543557152164,145.1624493853793,19.481568670049057,15,0,0
beta,1.5,24,0.9999579377873581,47.19630300078893,133.85139950365217,18.81081134820684,25,0,0
beta,1.5,25,0.7981037319121512,31.409957696307025,130.83697294583462,19.69666904414447,20,0,0
beta,1.5,26,0.999999715617603,25.641325911864087,143.9014859360253,19.388119154647935,20,0,0
beta,1.5,27,0.9945471772362557,24.397422162257044,136.218297948573,19.49703584955672,12,0,0
beta,1.5,28,0.9889752242740069,17.80839585904211,132.2541634296626,19.974497076034538,15,0,0
beta,1.5,29,0.5487188472466342,46.64082570135635,135.75923515401408,19.157682661075984,15,0,0
beta,1.5,30,0.2440576841088764,8.039932996105636,140.698069755113,19.982582082991243,6,0,0
beta,1.5,31,0.7620991993303147,26.327112345081026,146.47672119095398,19.973416702772703,15,0,0
beta,1.5,32,0.119025555484498,6.324431280833363,130.66592652636578,18.982958189296358,6,0,0
beta,1.5,33,0.9589682512142825,15.029977120361687,128.7288696795893,19.62101727131979,11,0,0
beta,1.5,34,0.9884526092688365,26.858295200586575,134.95288003727163,18.080942822519603,16,0,0
beta,1.5,35,0.991032138601148,24.56976977909371,132.61838682472012,19.618157294189565,16,0,0
beta,1.5,36,0.9728595046159118,28.128165461252273,121.27966818568753,19.429667174933478,16,0,0
beta,1.5,37,0.20988810108289113,8.101965163527842,123.6419767639863,19.756133185168444,6,0,0
beta,1.5,38,0.9933582617265171,21.892111391241745,127.8802027881874,19.56807514229399,15,0,0
beta,1.5,39,0.09745249650071297,7.797956561785931,153.92832238341285,19.843434558807157,6,0,0
beta,2.0,0,0.9162736686176641,29.05124270955017,140.96002326833081,19.563538652760123,19,0,0
beta,2.0,1,0.9979509636303152,33.625681730637545,116.24220585927237,19.65513535541577,23,0,0
beta,2.0,2,0.2745807042244397,10.089621864903231,133.79948203551905,19.009858421172584,6,0,0
beta,2.0,3,0.984678113399611,27.40993976265349,126.80662725095844,19.978997025902952,16,0,0
beta,2.0,4,0.9998627788892784,45.487703762186705,117.83450719685052,19.657029669632532,24,0,0
beta,2.0,5,0.38355511361895234,8.53216824316314,136.83918044151267,19.025253305763982,6,0,0
beta,2.0,6,0.9953611951370782,25.09612673676951,157.90576634821556,19.89423447254675,14,0,0
beta,2.0,7,0.8787325155467367,24.954114931532942,143.51747950712374,19.385660629746397,16,0,0
beta,2.0,8,0.8660003662847426,37.476802309485024,140.7757554602376,19.965588733917503,23,0,0
beta,2.0,9,0.04140151127072367,8.451312095508515,140.88913051008697,19.979069018034362,6,0,0
beta,2.0,10,0.8254063323540488,49.06956306381261,133.91305969731494,19.974891852805087,21,0,0
beta,2.0,11,0.9991692242090112,40.27494398735429,130.6229520431912,19.351175074430262,18,0,0
beta,2.0,12,0.9835709501072091,17.54648733653438,141.52942872604476,19.7644839967477,12,0,0
beta,2.0,13,0.7921360840860157,29.23066652397574,132.78788877500324,19.464842349696546,16,0,0
beta,2.0,14,0.06941495379245066,7.326149027165696,144.49657037313392,19.989019822004295,6,0,0
beta,2.0,15,0.20949079699644746,5.824756607678651,133.10945263110744,19.44103493704648,6,0,0
beta,2.0,16,0.9998253578810388,27.458186133329335,130.45022489221844,19.985174098059623,20,0,0
beta,2.0,17,0.2902712906600198,8.810739574399701,132.3317783267376,19.941124897247317,6,0,0
beta,2.0,18,0.9982077830757343,16.83135895032925,140.00705638492724,19.655633461872174,14,0,0
beta,2.0,19,0.9301635614843933,47.208549109489674,146.65528725645376,19.820886661673676,26,0,0
beta,2.0,20,0.998590355188109,22.69116736865044,134.19835724885326,19.655398325190557,13,0,0
beta,2.0,21,0.02968833116890779,11.376057225096675,145.87178119368957,19.728324513128374,6,0,0
beta,2.0,22,0.8571184860672889,45.166860161523886,121.84545552140641,19.779763603226005,15,0,0
beta,2.0,23,0.7264296070924421,42.82058191953878,140.0573496450861,19.717686416320202,22,0,0
beta,2.0,24,0.06583991206728146,5.667936263994197,131.9265122063056,19.61952311899929,6,0,0
beta,2.0,25,0.9946876741272452,12.826919013695562,144.9073184775254,19.783916286773746,11,0,0
beta,2.0,26,0.937717269460497,20.552465406258232,136.2806532077001,19.976882345428958,17,0,0
beta,2.0,27,0.9471580358365563,26.746011856095265,153.30521559596724,19.89182365842003,12,0,0
beta,2.0,28,0.273735107164235,6.281742444337518,151.72554938154943,19.86696650660264,6,0,0
beta,2.0,29,0.9960092206462685,44.01714718632017,145.43727768947744,19.877787467612748,22,0,0
beta,2.0,30,0.029629575034982536,6.668319967215538,133.9936373225105,19.83890069675557,6,0,0
beta,2.0,31,0.7997060807864698,33.64061899433399,141.08993999317988,19.997911609937972,13,0,0
beta,2.0,32,0.8301964281487428,21.229419654291718,130.15247816544448,19.124371187462554,14,0,0
beta,2.0,33,0.9999997553475253,34.6512877567506,125.9895560833082,19.8923971548654,28,0,0
beta,2.0,34,0.23378515617330542,9.021328074109977,131.408431922188,19.139371531383212,6,0,0
beta,2.0,35,0.07673843671293257,6.401607065955369,142.98637477244003,19.963831317417547,6,0,0
beta,2.0,36,0.9943180477370654,15.686299416384934,145.42375325955112,19.338282825974208,12,0,0
beta,2.0,37,0.9952646024774777,15.205564305285417,150.93625894324327,19.636738526392687,14,0,0
beta,2.0,38,0.9999988825095851,38.645198116273086,154.10801666928282,19.3177374895443,25,0,0
beta,2.0,39,0.24591267120107063,10.848394564300351,122.10431993865514,19.92066416527205,6,0,0
beta,2.5,0,0.978828702742361,26.60531258485505,134.74731875637465,19.824136398738975,13,0,0
beta,2.5,1,0.8648444130240922,37.826608957193166,128.04859502057948,19.832528883617886,30,0,0
beta,2.5,2,0.21275915493995357,7.735970384720345,150.3923329925815,19.96862072691598,6,0,0
beta,2.5,3,0.9984401828801862,20.45814345959315,115.46815405607316,19.8717613532003,16,0,0
beta,2.5,4,0.31292605698974696,5.9890898581653245,130.03350931402704,19.861554899326904,6,0,0
beta,2.5,5,0.9993112251445248,25.25058454999677,128.1269171487047,19.543374938749803,20,0,0
beta,2.5,6,0.9995196043566391,28.92587979419328,134.73812410909895,19.817414636845992,19,0,0
beta,2.5,7,0.9999223428328945,10.740736430821096,144.51363812820466,19.090030968221786,12,0,0
beta,2.5,8,0.9999883939050628,49.32348552455353,128.840792972336,19.55831881297183,30,0,0
beta,2.5,9,0.09935390843880687,19.102714786560746,144.81178633609568,19.94400834702869,6,0,0
beta,2.5,10,0.9993163316925221,18.287579295010115,153.28316818828608,19.546809366403604,13,0,0
beta,2.5,11,0.997286550346547,13.042524690101887,145.24832607899745,19.747159753840926,12,0,0
beta,2.5,12,0.9902447732080918,17.996376259547304,147.96506260434066,19.931256691800904,14,0,0
beta,2.5,13,0.37848928970979046,5.85937604570346,137.56103622161004,19.27019242744238,6,0,0
beta,2.5,14,0.4156419356021611,5.142026657495245,144.16967718837188,19.847860410420928,6,0,0
beta,2.5,15,0.9931269775506683,15.589141929675026,130.41040174269557,19.814802171728626,12,0,0
beta,2.5,16,0.9838341375759745,17.91152005432214,139.01776010818284,19.826836502403694,14,0,0
beta,2.5,17,0.8582247125437454,21.33643285666733,137.44578232208713,19.893425022523544,16,0,0
beta,2.5,18,0.24932864334435023,5.437828976973427,145.71737756863246,19.84623843666065,6,0,0
beta,2.5,19,0.999545947571342,28.304301417024277,129.25807533892942,19.04229060193723,17,0,0
beta,2.5,20,0.8693516150281415,28.68205692295472,129.53879274148045,19.953337545359624,19,0,0
beta,2.5,21,0.9301725470111832,15.622912044833987,130.40946940227587,19.972399942070375,13,0,0
beta,2.5,22,0.954405049851899,23.78483387196396,139.64882513159156,19.483909933535795,15,0,0
beta,2.5,23,0.9977708843685699,23.618012035485904,141.93784281316275,19.754203126511797,15,0,0
beta,2.5,24,0.994803155041037,23.2421536905939,139.43637183270508,19.59231171802619,16,0,0
beta,2.5,25,0.8445109240432622,10.523132771562503,153.46547239162993,19.149520296377464,9,0,0
beta,2.5,26,0.9391327710421022,21.084480557917075,141.26510461827806,19.401866662448317,14,0,0
beta,2.5,27,0.9998087545662697,24.45650594298159,128.4532308487395,19.878161399517854,21,0,0
beta,2.5,28,0.9999998276708524,39.8511892469386,144.1103345698783,19.208549783736643,24,0,0
beta,2.5,29,0.9992580842914355,27.396359529316175,131.5633665856197,19.964229514337866,17,0,0
beta,2.5,30,0.836760029291317,15.642388412241703,149.14588165589754,19.890498577110122,11,0,0
beta,2.5,31,0.9576509217087847,26.835095497453523,139.21330716910413,19.740002746908832,19,0,0
beta,2.5,32,0.9999995422964537,50.63584058774529,146.68082598675036,19.60557948619016,28,0,0
beta,2.5,33,0.9824622732082685,23.719163978099488,132.3018836287351,19.668798751846243,17,0,0
beta,2.5,34,0.6799158873056943,21.583443401962914,140.9944980219446,19.023164128542895,13,0,0
beta,2.5,35,0.9172328129237537,34.6368920382917,134.22894398525426,19.90025930634827,21,0,0
beta,2.5,36,0.8529317220216155,24.38840409036807,144.63565618501104,19.642667323014695,13,0,0
beta,2.5,37,0.9998893969735262,48.169833242178235,140.2826740141263,19.024291319960955,30,0,0
beta,2.5,38,0.992411538775528,29.536744457018937,125.48743697517105,19.675766794301865,19,0,0
beta,2.5,39,0.9995243243620204,30.607362998194855,142.9230649383573,19.952503239111625,17,0,0
beta,3.0,0,0.9999999927757044,31.01093347585144,161.76598189552706,19.116059327621944,26,0,0
beta,3.0,1,0.999999965024747,69.71930136997405,131.53709957316516,19.97735977244509,31,0,0
beta,3.0,2,0.5434032812744627,38.26914774915192,142.28386165972003,19.998271623395873,17,0,0
beta,3.0,3,0.2755215096921929,10.66354460275063,138.43075870702506,19.74158111450854,6,0,0
beta,3.0,4,0.9968430044836011,17.332544204536994,123.85430073264637,18.509671810375565,17,0,0
beta,3.0,5,0.8757786677037878,28.95058152678775,120.33614152302394,19.745709812237386,18,0,0
beta,3.0,6,0.9982973748352952,23.443213969091868,133.43650904240477,19.981592037386676,13,0,0
beta,3.0,7,0.9843380748794327,29.726847957984813,137.4834688897952,19.996185933822943,16,0,0
beta,3.0,8,0.2399392806425138,5.166843369909384,124.12255982224515,19.37914603075154,6,0,0
beta,3.0,9,0.9949371250534204,14.942879958298345,137.92416868678885,19.962598050605454,13,0,0
beta,3.0,10,0.9965857548897308,24.352627800925756,135.38967720379517,19.507374887083287,13,0,0
beta,3.0,11,0.9979827004156062,14.204916282826007,121.53194721380338,19.52640908701718,13,0,0
beta,3.0,12,0.20066799215282372,8.855133042871227,143.45217856850562,19.579653135731665,6,0,0
beta,3.0,13,0.99843678191098,10.186398321587612,149.80882379340716,19.884385611490796,8,0,0
beta,3.0,14,0.9749519122936043,57.64529363099186,132.25786318145683,19.109082100774476,26,0,0
beta,3.0,15,0.9991444494910673,17.441750368101868,133.68095832987328,19.977561047299602,13,0,0
beta,3.0,16,0.22367075020725313,29.452216913790483,133.4711442861534,19.922185845128194,6,0,0
beta,3.0,17,0.9416444137413073,29.356030374849976,143.34556157840674,19.45427004504605,16,0,0
beta,3.0,18,0.9999580205371091,42.682282519205486,138.98850261589786,19.222444058500866,23,0,0
beta,3.0,19,0.9919602238309753,19.02165611147875,125.79845228438569,19.917401577534,14,0,0
beta,3.0,20,0.29813533737205467,8.091223853007078,148.99563925463596,19.74871241439413,6,0,0
beta,3.0,21,0.9974384594374821,19.475049528290345,131.93472208256986,19.90363224587738,13,0,0
beta,3.0,22,0.33736073790515086,12.345448751920266,151.80787665541814,19.817555143549917,6,0,0
beta,3.0,23,0.9977369393846823,33.20534331474194,143.31567299135753,19.71848461831688,20,0,0
beta,3.0,24,0.9310347582821715,40.33996666356214,145.69372800381558,19.76040911486356,19,0,0
beta,3.0,25,0.7666774115270044,20.467871280274352,127.41352018744556,18.632049781836518,15,0,0
beta,3.0,26,0.9999606159085989,21.93658422337791,140.35696733721815,19.540074292294022,17,0,0
beta,3.0,27,0.9898132521007309,32.27301652216905,116.82836233061423,19.63956505189037,20,0,0
beta,3.0,28,0.0587588965857333,5.234591404370918,143.96134860121884,18.4692531955663,6,0,0
beta,3.0,29,0.8997995844846296,28.539610824089646,148.88676070776236,19.89867822817224,22,0,0
beta,3.0,30,0.983980404423188,29.561724631639308,130.26572010023236,19.95574902937826,13,0,0
beta,3.0,31,0.9994431138658406,25.68857396455504,135.01162264929357,19.940840118104052,19,0,0
beta,3.0,32,0.8904486349476255,27.58618284469695,148.39111403080435,19.976646390223717,14,0,0
beta,3.0,33,0.9839132387197493,25.224772452905853,126.08901696327099,19.695086413026004,15,0,0
beta,3.0,34,0.9999820973814798,47.18020214052586,144.28878526588568,19.972364182030056,25,0,0
beta,3.0,35,0.7418207448581344,32.33592170570155,142.4251320082852,19.695092572792348,19,0,0
beta,3.0,36,0.9266328753369996,28.015532065119196,141.7297862340706,19.206728626806267,19,0,0
beta,3.0,37,0.8406967131554546,17.400855299998547,142.32517658378754,19.91294574703894,11,0,0
beta,3.0,38,0.9899230634203595,21.097046470523924,125.72610861601412,19.960673674456057,13,0,0
beta,3.0,39,0.18190330185174952,7.048483728194698,135.58236808798685,19.792884050948,6,0,0
gamma,0.5,0,0.2976422487201127,4.516646195653153,145.5597259463679,18.41080104564038,6,0,0
gamma,0.5,1,0.3400451351592573,5.438905307726173,141.52543949888965,19.66355972460061,6,0,0
gamma,0.5,2,0.32050425911643776,9.122890580595147,136.46796816313633,19.54788183863385,6,0,0
gamma,0.5,3,0.38073549525798245,8.648200681628825,150.94490664701155,19.765653253526587,8,0,0
gamma,0.5,4,0.2752610426075691,7.890721589175124,146.44893555195304,19.845927759942118,6,0,0
gamma,0.5,5,0.9995937533546421,19.635630947316805,125.95466476984357,19.588487142467866,18,0,0
gamma,0.5,6,0.9308295257001195,33.85610076008013,125.93144291279674,19.859376841643336,20,0,0
gamma,0.5,7,0.18657475400012524,8.548624894964364,121.39491632556718,19.828079106661544,6,0,0
gamma,0.5,8,0.1400230336649948,7.499697077248835,148.22510578119358,19.11195741340403,6,0,0
gamma,0.5,9,0.6665955340251837,38.8377975990506,145.76112040595962,19.073292705693753,29,0,0
gamma,0.5,10,0.19741032112241852,7.422006572627057,135.27670316027994,19.888151496962937,9,0,0
gamma,0.5,11,0.9984978634716163,13.377736251785821,132.17507029710117,18.96154632203503,12,0,0
gamma,0.5,12,0.061153858977559095,7.404280288738841,137.13339081811543,19.186984474585778,6,0,0
gamma,0.5,13,0.16751408111934762,24.341525506358053,149.53423873609538,19.953497051916123,6,0,0
gamma,0.5,14,0.3332825716077592,9.180879584229853,134.42870847573403,19.828207220461984,7,0,0
gamma,0.5,15,0.12667907477318796,7.19610114371366,148.67118613638826,19.942092949595143,6,0,0
gamma,0.5,16,0.12966209838563125,6.917562347196574,128.7338030197775,19.841308336408183,6,0,0
gamma,0.5,17,0.13230625911066318,7.366547741015976,122.798323483499,19.889017549631454,6,0,0
gamma,0.5,18,0.9995608760929425,20.55578756568272,126.45929737802064,19.632932149935883,14,0,0
gamma,0.5,19,0.35996383145073685,4.550941971054961,142.6237697227198,19.869837890694807,6,0,0
gamma,0.5,20,0.9549533657835296,18.031265980858695,132.60601856846097,19.612075076448715,15,0,0
gamma,0.5,21,0.979374418935712,19.099844112423938,131.43209250403993,19.590478457361897,14,0,0
gamma,0.5,22,0.25805037907255113,4.289290246570324,132.94055691234078,19.965292482547266,6,0,0
gamma,0.5,23,0.9049855505159998,23.15290334352298,125.80038043517143,19.720845430337725,18,0,0
gamma,0.5,24,0.25685848249907195,7.059762124473584,141.54196723875708,19.281786360533182,6,0,0
gamma,0.5,25,0.22978055802490738,7.686363054086451,137.59737202050388,19.17110131986113,6,0,0
gamma,0.5,26,0.9996742395502747,28.408143323661818,130.74941681957233,19.828711542727284,27,0,0
gamma,0.5,27,0.1461855373975598,4.31527391274051,155.4090499138463,19.623306056710078,6,0,0
gamma,0.5,28,0.9997186455532953,29.102810516450944,153.6194707214797,19.58254307236156,21,0,0
gamma,0.5,29,0.9993900989023542,40.679270179166785,133.4901101248065,19.820700347479068,23,0,0
gamma,0.5,30,0.19421656512455077,4.8109776586412725,134.6596424169109,19.23551827028343,6,0,0
gamma,0.5,31,0.9923040524938501,27.383543751307275,143.6210761692511,19.956972670116762,21,0,0
gamma,0.5,32,0.2108865575195077,11.91686754876354,130.6474532696295,19.968132925852366,6,0,0
gamma,0.5,33,0.29757789864204176,6.200520093361852,152.01973597015285,19.940739245890107,6,0,0
gamma,0.5,34,0.2569594840130197,4.58156160685506,118.83582291992067,19.70371425091354,6,0,0
gamma,0.5,35,0.8725248788154992,27.698684556077087,138.07666737367234,19.734765893695673,22,0,0
gamma,0.5,36,0.9986235709703888,19.442919719110535,136.3197468592346,19.582297358871685,21,0,0
gamma,0.5,37,0.8582134786634634,22.99481614242271,130.8547603128227,19.70893123136887,22,0,0
gamma,0.5,38,0.9999798399233044,10.532175388728517,152.39314777966277,19.978320814181487,13,0,0
gamma,0.5,39,0.30014352150965473,5.855231978062883,127.95472381497645,19.868713032265422,6,0,0
gamma,1.0,0,0.9304814105857176,17.998845098185885,142.6229634317749,19.882175711517544,16,0,0
gamma,1.0,1,0.16735427927958102,8.545927047172242,149.1075478859407,19.3217924656609,6,0,0
gamma,1.0,2,0.996580778304727,24.37736831818432,143.73816803133943,19.690705500150514,21,0,0
gamma,1.0,3,0.06720823973881185,6.8742124150350525,137.98816947869437,19.94903414337866,6,0,0
gamma,1.0,4,0.99988097693946,15.217888611090768,147.33703870835436,19.790687865066893,14,0,0
gamma,1.0,5,0.9999999995613106,64.55110416508582,150.76532045887492,19.6920956559944,38,0,0
gamma,1.0,6,0.9989265685667039,18.577807609096343,132.17990365958346,19.711624066199803,16,0,0
gamma,1.0,7,0.42534833598866106,13.243425623022855,138.7106086397592,19.177300726366052,11,0,0
gamma,1.0,8,0.9423654872457061,31.97410758666626,120.04234267275865,19.50973182703694,14,0,0
gamma,1.0,9,0.4839909355254194,11.998611280802141,134.14506017170163,19.126479996401223,10,0,0
gamma,1.0,10,0.07442694693887264,5.8896178954015,132.0256478460982,19.874712022624458,6,0,0
gamma,1.0,11,0.09209967036656164,7.313578557113853,144.4587867776683,19.330031886855917,6,0,0
gamma,1.0,12,0.9966439218651946,29.223682746970812,141.55548691856083,19.405456535681875,23,0,0
gamma,1.0,13,0.9994758650898486,18.577723652729166,127.6361290827845,19.651034094461505,16,0,0
gamma,1.0,14,0.2800436218379707,13.92419407556572,128.13870536274604,19.95483332611454,6,0,0
gamma,1.0,15,0.20691458943202212,12.004055579180546,120.17093341617154,19.38006206042256,6,0,0
gamma,1.0,16,0.268305557949297,7.307105211419936,135.15815575592038,19.95688461307902,6,0,0
gamma,1.0,17,0.9980618225689244,13.793649135569993,109.69013425831089,18.538352031327847,13,0,0
gamma,1.0,18,0.05463104049528822,7.878623412491821,146.3158855274538,18.819359821335645,6,0,0
gamma,1.0,19,0.8613798357719982,13.844112187477743,132.52125727015698,19.9418505479695,13,0,0
gamma,1.0,20,0.9898219005250294,17.50323971786036,159.79942639508755,19.928811833418322,11,0,0
gamma,1.0,21,0.24211627333917374,16.523994071998,149.1071673744191,19.900517731700038,6,0,0
gamma,1.0,22,0.7297057421839204,25.270917581690085,137.51925791866057,19.98765805149266,15,0,0
gamma,1.0,23,0.12856108850816206,5.670381981106176,138.9321155384431,19.5400000893061,6,0,0
gamma,1.0,24,0.8414072342233668,12.0340431205291,138.6649774837612,19.323797709526687,12,0,0
gamma,1.0,25,0.8320389483263807,23.608911298069447,130.98149451872487,19.668192883570327,17,0,0
gamma,1.0,26,0.9741305437000257,19.474345969766684,134.86004012685393,19.814597079071007,11,0,0
gamma,1.0,27,0.14564284909142322,26.217849977857753,153.36095681523847,19.949111745160874,6,0,0
gamma,1.0,28,0.7385709361688024,41.93193474259908,137.61139540634306,19.978814461516233,24,0,0
gamma,1.0,29,0.9735029410943465,74.2298193234404,138.59584447618673,19.735477157962485,21,0,0
gamma,1.0,30,0.2138353177836788,4.991302646036341,151.33372789551854,19.53714251394562,6,0,0
gamma,1.0,31,0.9629863346499102,16.868937414203664,140.08946911490196,19.877218260681182,14,0,0
gamma,1.0,32,0.2387061653993271,7.299162381405514,131.786666804397,19.893216209247264,6,0,0
gamma,1.0,33,0.19237001183807756,5.318149018987904,132.84978642051644,19.943633104213337,6,0,0
gamma,1.0,34,0.9872076263655831,18.05264684181365,127.58881712306136,19.934895690529466,14,0,0
gamma,1.0,35,0.38590519818631586,11.316989357611074,155.23436592396152,19.49778870723953,6,0,0
gamma,1.0,36,0.10777903425375956,6.884130475737081,146.87616991940297,19.719548832123316,6,0,0
gamma,1.0,37,0.999560400859836,12.933416464071257,131.91705487125716,19.57744530321501,13,0,0
gamma,1.0,38,0.19858631191878062,5.533684759270633,126.81609601212516,19.96631573805443,6,0,0
gamma,1.0,39,0.9642076453277961,66.63008158449166,137.79527863538206,19.810885405074906,18,0,0
gamma,1.5,0,0.259044456908073,8.09110850438826,135.67661803982116,18.725558526370413,6,0,0
gamma,1.5,1,0.9467734601871258,24.106004679917813,131.7374121896599,19.510488058081116,14,0,0
