profile,K,seed,policy,utility,cost,budget,n_calls,budget_violated,deadline_violated,oracle_utility,regret
toolbench_subset,100,26,react_capped,0.9573847795110126,92.2730829526286,82.40665674914229,19,1,0,0.9911907967649661,0.03380601725395349
toolbench_subset,100,26,bwk_vanilla,0.518484319747637,157.2075215689916,82.40665674914229,10,1,0,0.9911907967649661,0.47270647701732915
toolbench_subset,100,26,cbuc,0.1819396300309265,15.606263751276344,82.40665674914229,6,0,0,0.9911907967649661,0.8092511667340396
toolbench_subset,100,26,cbuc_aggr,0.30585393910001446,8.510616758313462,82.40665674914229,6,0,0,0.9911907967649661,0.6853368576649517
toolbench_subset,100,27,react_capped,0.8791917471189487,86.16412210567722,82.1851925102979,17,1,0,0.9879227798610027,0.10873103274205409
toolbench_subset,100,27,bwk_vanilla,0.6905218796350607,75.31883281312176,82.1851925102979,16,0,1,0.9879227798610027,0.297400900225942
toolbench_subset,100,27,cbuc,0.25839001071121825,8.170469516751336,82.1851925102979,6,0,0,0.9879227798610027,0.7295327691497845
toolbench_subset,100,27,cbuc_aggr,0.12222756396156931,11.306088529904287,82.1851925102979,6,0,0,0.9879227798610027,0.8656952158994334
toolbench_subset,100,28,react_capped,0.6933638602879463,83.93636801885457,81.78709102918675,17,1,1,0.9803187162601724,0.28695485597222614
toolbench_subset,100,28,bwk_vanilla,0.8531394724890723,80.74887498203168,81.78709102918675,18,0,1,0.9803187162601724,0.12717924377110013
toolbench_subset,100,28,cbuc,0.1607647007997134,6.60361872660952,81.78709102918675,6,0,0,0.9803187162601724,0.819554015460459
toolbench_subset,100,28,cbuc_aggr,0.00646609409054677,6.637281616047739,81.78709102918675,6,0,0,0.9803187162601724,0.9738526221696256
toolbench_subset,100,29,react_capped,0.4300588069617529,73.29462238505563,83.65569362648871,17,0,1,0.9499214100685607,0.5198626031068078
toolbench_subset,100,29,bwk_vanilla,0.5842537217645348,73.79535473160226,83.65569362648871,19,0,1,0.9499214100685607,0.36566768830402585
toolbench_subset,100,29,cbuc,0.13773494442363,6.765760014309663,83.65569362648871,6,0,0,0.9499214100685607,0.8121864656449307
toolbench_subset,100,29,cbuc_aggr,0.14983772818307917,11.568228861173825,83.65569362648871,6,0,0,0.9499214100685607,0.8000836818854815
toolbench_subset,100,30,react_capped,0.9318732178599146,78.19582903609346,86.6097083546584,17,0,1,0.9790429089809608,0.04716969112104619
toolbench_subset,100,30,bwk_vanilla,0.8176068705383892,99.34438683132367,86.6097083546584,15,1,0,0.9790429089809608,0.1614360384425716
toolbench_subset,100,30,cbuc,0.7648545209870709,33.558773648498665,86.6097083546584,23,0,0,0.9790429089809608,0.21418838799388995
toolbench_subset,100,30,cbuc_aggr,0.1918609549751733,8.76616725047351,86.6097083546584,6,0,0,0.9790429089809608,0.7871819540057875
toolbench_subset,100,31,react_capped,0.6190782986758845,96.82151800943359,83.9681634775852,17,1,0,0.9721036018784517,0.3530253032025672
toolbench_subset,100,31,bwk_vanilla,0.4864998702962223,83.70675886296885,83.9681634775852,15,0,0,0.9721036018784517,0.48560373158222936
toolbench_subset,100,31,cbuc,0.26630239707834447,5.503289688107751,83.9681634775852,6,0,0,0.9721036018784517,0.7058012048001072
toolbench_subset,100,31,cbuc_aggr,0.6947129323566641,33.89529068140602,83.9681634775852,18,0,0,0.9721036018784517,0.2773906695217876
toolbench_subset,100,32,react_capped,0.36473677956132455,80.72909026287807,77.71517991305403,19,1,0,0.9394402139857395,0.574703434424415
toolbench_subset,100,32,bwk_vanilla,0.46640679380206185,77.90840775466907,77.71517991305403,17,1,0,0.9394402139857395,0.47303342018367767
toolbench_subset,100,32,cbuc,0.9976101190697942,20.26303811463839,77.71517991305403,13,0,0,0.9394402139857395,-0.05816990508405473
toolbench_subset,100,32,cbuc_aggr,0.999187465661379,14.575683236302524,77.71517991305403,13,0,0,0.9394402139857395,-0.059747251675639435
toolbench_subset,100,33,react_capped,0.7013457746083088,52.51285446651892,74.23071568267657,15,0,1,0.9854118019629174,0.2840660273546086
